word_freq_0,word_freq_1,word_freq_2,word_freq_3,word_freq_4,word_freq_5,word_freq_6,word_freq_7,word_freq_8,word_freq_9,word_freq_10,word_freq_11,word_freq_12,word_freq_13,word_freq_14,word_freq_15,word_freq_16,word_freq_17,word_freq_18,word_freq_19,word_freq_20,word_freq_21,word_freq_22,word_freq_23,word_freq_24,word_freq_25,word_freq_26,word_freq_27,word_freq_28,word_freq_29,word_freq_30,word_freq_31,word_freq_32,word_freq_33,word_freq_34,word_freq_35,word_freq_36,word_freq_37,word_freq_38,word_freq_39,word_freq_40,word_freq_41,word_freq_42,word_freq_43,word_freq_44,word_freq_45,word_freq_46,word_freq_47,char_freq_0,char_freq_1,char_freq_2,char_freq_3,char_freq_4,char_freq_5,capital_run_length_average,capital_run_length_longest,capital_run_length_total,spam
0.0,0.0,0.0,0.0,0.0,0.08479814595730259,0.0,0.0,0.0,0.0,0.0,1.751778737579156,0.0,0.0,0.0,0.0,0.0,0.0,0.28276853339016833,0.0,0.0,0.0,0.0,0.0,0.3044673439298875,0.0,0.0,0.0,0.0,0.023781924878204273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29004542129269917,0.0,0.0,0.017496860721739543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2747176896347026,0.04632772947655781,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.391203541603873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2009094006256505,0.0,0.0,0.0,0.0,0.0,0.0,0.3195330666881549,0.0,0.0,0.0,0.0,0.7369449833606823,0.0,0.0,0.0,0.0,0.05708371759593292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7043745737692917,0.0,0.04005213927508818,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1321213246431157,0.0,0.0,0.0,0.0,0.0,0.0,0.0034882045908253235,0.3574380796692779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1944304755446702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1934051468336983,0.0,0.0,0.0,0.0,0
0.0,0.0,0.12841207352747883,0.0,0.0,0.5871062637838595,0.0,0.0,0.0,0.0,0.0,1.2930951985753618,0.0,0.0,0.0,0.0,0.0,0.37713970509697303,0.0,0.0,0.0,0.0,0.5013349597414424,0.0,0.21478380790582197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1441152500887528,0.0,0.0,0.05349845071797466,0.0,0.0,0.08765790805209953,0.0,0.0,0.0,0.0,0.0,0.0,0.19681745445904222,0.0,0.0,0.0,0.0,0.0,0.0,0.22920815360351002,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.3492176621943852,0.0,0.0,0.10860744766261925,0.0,0.16478868418313147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6568677380651027,0.0,0.0,0.2431459660493468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36524766249075186,0.0,0.0,0.0,0.0,0.0,0.0,0.8286872536298562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1036617381733835,0.0,0.0,0.0,0.0,0
0.0,0.3133034740910548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3693267941395078,0.0,0.0,0.0,0.04460551449494864,0.0,0.0,0.0,0.0,0.0,1.8617785043499964,0.0,0.1950098570529894,0.0,0.0,0.0,0.0,0.0,1.643689961634301,0.0,0.5953213663996708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40411524096566565,0.0,0.0,0.14233064613703175,0.0,0.0,0.0,0.0,0.0,0.020790725958646214,0.0,0.0,0.0,0.0,0.0,0.3207251660471856,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44067368890364533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24396376367509356,0.0,0.0,0.0,0.0,0.053112667740815106,0.0,0.0,0.5744374362885836,0.0,0.19207859414743425,0.0,0.0,0.0,0.0,0.0,0.5965777042199567,0.0,1.0497079070434734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23262195598086635,0.0,0.0,1.3350689621996632,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005448403307587739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5581617899642531,0.0,0.0,0.7794155159243709,0.04781847327015972,0.0,0.0,0.0,0.0,1.0933093321104006,0.0,0.0,0.07715382727105968,0.0,0.0,0.05330435612269272,0.0,0.6036042358265499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.06324549796558561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1088606145800044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3115292994020494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8380587196249615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06914817215654433,0.0,0.0,0.0,0.0,0.48133521737153584,0.0,0.0,0.0,0.0,0.0,0.0,0.955885055654242,0.40137705951074376,0.0,1.0463793216148858,0.2583236569940585,0.0,0.0,0.0,0.4841994835303398,0.0,0.11974074674672174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
